5,clean_text,sentiment,compound,pos,neg,neu
"Recebi o celular, embalagem estava ok.",recebi celular embalagem estava,Neutro,-0.0305,0.0,0.022,0.978
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.6953,0.0,0.664,0.336
"A blusa tem cor azul e branca, conforme o anúncio.",blusa cor azul branca conforme anúncio,Neutro,-0.0266,0.0,0.02,0.98
"O perfume veio com defeito, muito decepcionado.",perfume veio defeito decepcionado,Negativo,-0.8816,0.0,0.779,0.221
"A qualidade horrível, a caixa chegou toda amassada.",qualidade horrível caixa chegou toda amassada,Negativo,-0.5409,0.0,0.528,0.472
"O produto é horrível, não vale o preço, decepção total.",produto horrível vale preço decepção total,Negativo,-0.5819,0.0,0.574,0.426
"Comprei o relógio e chegou rápido, super satisfeito!",comprei relógio chegou rápido super satisfeito,Positivo,0.6686,0.441,0.0,0.559
"Nunca mais compro dessa marca, o produto quebrou em uma semana.",nunca compro dessa marca produto quebrou semana,Negativo,-0.421,0.0,0.342,0.658
"O atendimento impecável, virei cliente fiel dessa marca.",atendimento impecável virei cliente fiel dessa marca,Positivo,0.4347,0.35,0.0,0.65
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.487,0.0,0.316,0.684
"O celular superou minhas expectativas, muito bom!",celular superou expectativas bom,Positivo,0.8463,0.615,0.0,0.385
"A bolsa tem cor azul e branca, conforme o anúncio.",bolsa cor azul branca conforme anúncio,Neutro,0.0457,0.039,0.0,0.961
"Produto de baixa qualidade, dinheiro jogado fora.",produto baixa qualidade dinheiro jogado fora,Negativo,-0.6153,0.0,0.44,0.56
"O tênis veio com defeito, muito decepcionado.",tênis veio defeito decepcionado,Negativo,-0.8069,0.0,0.74,0.26
Extremamente decepcionado com a bolsa.,extremamente decepcionado bolsa,Negativo,-0.7378,0.0,0.446,0.554
"Péssimo o site, não recomendo.",péssimo site recomendo,Negativo,-0.5354,0.0,0.359,0.641
"O celular superou minhas expectativas, muito bom!",celular superou expectativas bom,Positivo,0.5227,0.411,0.0,0.589
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.846,0.0,0.538,0.462
"Péssimo o prazo de entrega, não recomendo.",péssimo prazo entrega recomendo,Negativo,-0.8635,0.0,0.832,0.168
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.4243,0.0,0.291,0.709
"Recebi o brinquedo, embalagem estava ok.",recebi brinquedo embalagem estava,Neutro,-0.0,0.0,0.0,1.0
"Comprei o eletrodoméstico ontem, ainda vou testar.",comprei eletrodoméstico ontem ainda vou testar,Neutro,-0.0172,0.0,0.011,0.989
"Recebi o relógio, embalagem estava ok.",recebi relógio embalagem estava,Neutro,-0.0327,0.0,0.023,0.977
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.8244,0.0,0.698,0.302
"Equipe super atencioso, super recomendo essa marca!",equipe super atencioso super recomendo marca,Positivo,0.4637,0.383,0.0,0.617
"A bolsa superou minhas expectativas, muito bom!",bolsa superou expectativas bom,Positivo,0.5632,0.508,0.0,0.492
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,0.0441,0.032,0.0,0.968
"Muito bom a bolsa, ficou perfeito, adorei o resultado!",bom bolsa ficou perfeito adorei resultado,Positivo,0.6656,0.502,0.0,0.498
"O brinquedo é maravilhoso, adorei demais!",brinquedo maravilhoso adorei demais,Positivo,0.7258,0.547,0.0,0.453
"Muito ruim o preço, experiência péssima.",ruim preço experiência péssima,Negativo,-0.6887,0.0,0.6,0.4
"O site impecável, virei cliente fiel dessa marca.",site impecável virei cliente fiel dessa marca,Positivo,0.7505,0.491,0.0,0.509
"Entrega atrasou muito, o produto quebrou em uma semana.",entrega atrasou produto quebrou semana,Negativo,-0.505,0.0,0.478,0.522
"Ótimo a experiência de compra, estou muito feliz com a compra!",ótimo experiência compra estou feliz compra,Positivo,0.5931,0.462,0.0,0.538
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,0.0125,0.008,0.0,0.992
Melhor experiência que já tive com a experiência de compra.,melhor experiência experiência compra,Positivo,0.6513,0.411,0.0,0.589
"A bicicleta tem cor azul e branca, conforme o anúncio.",bicicleta cor azul branca conforme anúncio,Neutro,0.0099,0.01,0.0,0.99
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,-0.0222,0.0,0.015,0.985
"Muito satisfeito com o notebook, vale cada centavo.",satisfeito notebook vale cada centavo,Positivo,0.4054,0.36,0.0,0.64
"Simplesmente incrível, o preço sensacional!",simplesmente incrível preço sensacional,Positivo,0.7648,0.651,0.0,0.349
"Comprei a compra e chegou rápido, super satisfeito!",comprei compra chegou rápido super satisfeito,Positivo,0.4743,0.349,0.0,0.651
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,-0.0354,0.0,0.025,0.975
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.6831,0.0,0.461,0.539
Melhor experiência que já tive com a embalagem.,melhor experiência embalagem,Positivo,0.4953,0.42,0.0,0.58
"Equipe muito profissional, super recomendo essa marca!",equipe profissional super recomendo marca,Positivo,0.5792,0.419,0.0,0.581
Fui até a loja física para trocar o perfume.,fui até loja física trocar perfume,Neutro,-0.029,0.0,0.026,0.974
"Nunca mais compro dessa marca, veio tudo errado.",nunca compro dessa marca veio tudo errado,Negativo,-0.7097,0.0,0.698,0.302
Fui até a loja física para trocar o relógio.,fui até loja física trocar relógio,Neutro,0.0138,0.01,0.0,0.99
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.8928,0.0,0.573,0.427
Fui até a loja física para trocar o relógio.,fui até loja física trocar relógio,Neutro,-0.0149,0.0,0.011,0.989
A bolsa chegou no prazo previsto.,bolsa chegou prazo previsto,Neutro,-0.0089,0.0,0.007,0.993
Qual a diferença entre o pedido e o modelo anterior?,diferença entre pedido modelo anterior,Neutro,0.0471,0.028,0.0,0.972
"A bicicleta tem cor azul e branca, conforme o anúncio.",bicicleta cor azul branca conforme anúncio,Neutro,-0.0146,0.0,0.01,0.99
"Ótimo a entrega, estou muito feliz com a compra!",ótimo entrega estou feliz compra,Positivo,0.4288,0.394,0.0,0.606
"Simplesmente incrível, o prazo de entrega sensacional!",simplesmente incrível prazo entrega sensacional,Positivo,0.586,0.401,0.0,0.599
"A bicicleta tem cor azul e branca, conforme o anúncio.",bicicleta cor azul branca conforme anúncio,Neutro,0.0383,0.028,0.0,0.972
"Muito bom o perfume, ficou perfeito, adorei o resultado!",bom perfume ficou perfeito adorei resultado,Positivo,0.8538,0.776,0.0,0.224
"Não indico essa marca pra ninguém, cobraram duas vezes no cartão.",indico marca pra ninguém cobraram duas vezes cartão,Negativo,-0.6562,0.0,0.525,0.475
Extremamente decepcionado com o notebook.,extremamente decepcionado notebook,Negativo,-0.7359,0.0,0.653,0.347
"Muito bom a compra, ficou perfeito, adorei o resultado!",bom compra ficou perfeito adorei resultado,Positivo,0.7294,0.583,0.0,0.417
Extremamente decepcionado com o fone de ouvido.,extremamente decepcionado fone ouvido,Negativo,-0.8759,0.0,0.593,0.407
Extremamente decepcionado com a compra.,extremamente decepcionado compra,Negativo,-0.83,0.0,0.709,0.291
Qual a diferença entre a compra e o modelo anterior?,diferença entre compra modelo anterior,Neutro,0.0242,0.019,0.0,0.981
Fui até a loja física para trocar o livro.,fui até loja física trocar livro,Neutro,0.0458,0.033,0.0,0.967
"Nunca mais compro dessa marca, o produto quebrou em uma semana.",nunca compro dessa marca produto quebrou semana,Negativo,-0.6978,0.0,0.612,0.388
Extremamente decepcionado com o pedido.,extremamente decepcionado pedido,Negativo,-0.5328,0.0,0.449,0.551
Extremamente decepcionado com o brinquedo.,extremamente decepcionado brinquedo,Negativo,-0.5881,0.0,0.438,0.562
"Recebi o brinquedo, embalagem estava ok.",recebi brinquedo embalagem estava,Neutro,-0.0212,0.0,0.014,0.986
Alguém sabe informar o prazo de entrega de o brinquedo?,alguém sabe informar prazo entrega brinquedo,Neutro,-0.0056,0.0,0.005,0.995
"Não indico essa marca pra ninguém, demorou semanas para resolver.",indico marca pra ninguém demorou semanas resolver,Negativo,-0.5313,0.0,0.53,0.47
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.8707,0.0,0.749,0.251
"Excelente a experiência de compra, recomendo a todos!",excelente experiência compra recomendo todos,Positivo,0.5683,0.416,0.0,0.584
Qual a diferença entre o fone de ouvido e o modelo anterior?,diferença entre fone ouvido modelo anterior,Neutro,-0.013,0.0,0.013,0.987
"Excelente o site, recomendo a todos!",excelente site recomendo todos,Positivo,0.6918,0.538,0.0,0.462
"Muito satisfeito com o livro, vale cada centavo.",satisfeito livro vale cada centavo,Positivo,0.8811,0.701,0.0,0.299
"Comprei a compra ontem, ainda vou testar.",comprei compra ontem ainda vou testar,Neutro,0.0097,0.009,0.0,0.991
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,-0.0182,0.0,0.018,0.982
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,-0.046,0.0,0.038,0.962
"Muito ruim o atendimento, experiência péssima.",ruim atendimento experiência péssima,Negativo,-0.6114,0.0,0.531,0.469
"Produto de baixa qualidade, dinheiro jogado fora.",produto baixa qualidade dinheiro jogado fora,Negativo,-0.6836,0.0,0.618,0.382
Qual a diferença entre a bolsa e o modelo anterior?,diferença entre bolsa modelo anterior,Neutro,0.0066,0.006,0.0,0.994
"Que compra ruim, o brinquedo veio quebrado.",compra ruim brinquedo veio quebrado,Negativo,-0.8079,0.0,0.787,0.213
"Ótimo o preço, estou muito feliz com a compra!",ótimo preço estou feliz compra,Positivo,0.5039,0.427,0.0,0.573
"Comprei o tênis e chegou rápido, super satisfeito!",comprei tênis chegou rápido super satisfeito,Positivo,0.7463,0.517,0.0,0.483
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.8727,0.0,0.556,0.444
"Muito satisfeito com o eletrodoméstico, vale cada centavo.",satisfeito eletrodoméstico vale cada centavo,Positivo,0.5507,0.441,0.0,0.559
"Entrega atrasou muito, demorou semanas para resolver.",entrega atrasou demorou semanas resolver,Negativo,-0.8063,0.0,0.668,0.332
Qual a diferença entre o fone de ouvido e o modelo anterior?,diferença entre fone ouvido modelo anterior,Neutro,0.0265,0.025,0.0,0.975
"A qualidade impecável, virei cliente fiel dessa marca.",qualidade impecável virei cliente fiel dessa marca,Positivo,0.7416,0.594,0.0,0.406
"Ótimo a entrega, estou muito feliz com a compra!",ótimo entrega estou feliz compra,Positivo,0.7629,0.591,0.0,0.409
Alguém sabe informar o prazo de entrega de o relógio?,alguém sabe informar prazo entrega relógio,Neutro,0.0175,0.015,0.0,0.985
"Péssimo o prazo de entrega, não recomendo.",péssimo prazo entrega recomendo,Negativo,-0.8772,0.0,0.859,0.141
"A bicicleta tem cor azul e branca, conforme o anúncio.",bicicleta cor azul branca conforme anúncio,Neutro,0.0228,0.02,0.0,0.98
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.4699,0.0,0.375,0.625
"O site impecável, virei cliente fiel dessa marca.",site impecável virei cliente fiel dessa marca,Positivo,0.8384,0.773,0.0,0.227
Estou pesquisando opiniões sobre o app antes de comprar.,estou pesquisando opiniões sobre app antes comprar,Neutro,-0.0451,0.0,0.033,0.967
Qual a diferença entre o notebook e o modelo anterior?,diferença entre notebook modelo anterior,Neutro,0.0471,0.041,0.0,0.959
"Voltarei a comprar com certeza, acima da expectativa!",voltarei comprar certeza acima expectativa,Positivo,0.7948,0.721,0.0,0.279
"Muito bom a bicicleta, ficou perfeito, adorei o resultado!",bom bicicleta ficou perfeito adorei resultado,Positivo,0.455,0.378,0.0,0.622
"A compra tem cor azul e branca, conforme o anúncio.",compra cor azul branca conforme anúncio,Neutro,-0.014,0.0,0.011,0.989
"Péssimo o app, não recomendo.",péssimo app recomendo,Negativo,-0.6644,0.0,0.592,0.408
"Excelente o suporte, recomendo a todos!",excelente suporte recomendo todos,Positivo,0.5676,0.436,0.0,0.564
"Que ótima experiência de compra, tudo maravilhoso!",ótima experiência compra tudo maravilhoso,Positivo,0.7682,0.743,0.0,0.257
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.8847,0.63,0.0,0.37
"O site horrível, demorou semanas para resolver.",site horrível demorou semanas resolver,Negativo,-0.8521,0.0,0.608,0.392
"Muito ruim a entrega, experiência péssima.",ruim entrega experiência péssima,Negativo,-0.4038,0.0,0.371,0.629
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.8576,0.0,0.606,0.394
Qual a diferença entre a bolsa e o modelo anterior?,diferença entre bolsa modelo anterior,Neutro,0.0402,0.025,0.0,0.975
"O notebook é maravilhoso, adorei demais!",notebook maravilhoso adorei demais,Positivo,0.7773,0.569,0.0,0.431
Estou pesquisando opiniões sobre o atendimento antes de comprar.,estou pesquisando opiniões sobre atendimento antes comprar,Neutro,-0.0262,0.0,0.016,0.984
"Comprei o livro ontem, ainda vou testar.",comprei livro ontem ainda vou testar,Neutro,-0.0476,0.0,0.032,0.968
"Não indico essa marca pra ninguém, veio tudo errado.",indico marca pra ninguém veio tudo errado,Negativo,-0.8397,0.0,0.54,0.46
"Adorei o suporte da marca, muito super atencioso!",adorei suporte marca super atencioso,Positivo,0.6193,0.6,0.0,0.4
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.5027,0.0,0.367,0.633
"O brinquedo tem cor azul e branca, conforme o anúncio.",brinquedo cor azul branca conforme anúncio,Neutro,0.0458,0.032,0.0,0.968
"Entrega atrasou muito, veio tudo errado.",entrega atrasou veio tudo errado,Negativo,-0.8189,0.0,0.608,0.392
"Muito satisfeito com a bicicleta, vale cada centavo.",satisfeito bicicleta vale cada centavo,Positivo,0.4533,0.41,0.0,0.59
"O site impecável, virei cliente fiel dessa marca.",site impecável virei cliente fiel dessa marca,Positivo,0.4057,0.358,0.0,0.642
Alguém sabe informar o prazo de entrega de o brinquedo?,alguém sabe informar prazo entrega brinquedo,Neutro,0.0372,0.026,0.0,0.974
"O perfume tem cor azul e branca, conforme o anúncio.",perfume cor azul branca conforme anúncio,Neutro,-0.045,0.0,0.045,0.955
"Nunca mais compro dessa marca, a caixa chegou toda amassada.",nunca compro dessa marca caixa chegou toda amassada,Negativo,-0.8557,0.0,0.543,0.457
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,0.0115,0.011,0.0,0.989
Fui até a loja física para trocar o tênis.,fui até loja física trocar tênis,Neutro,0.0107,0.009,0.0,0.991
"O produto é maravilhoso, adorei demais!",produto maravilhoso adorei demais,Positivo,0.561,0.364,0.0,0.636
"Não indico essa marca pra ninguém, o produto quebrou em uma semana.",indico marca pra ninguém produto quebrou semana,Negativo,-0.5322,0.0,0.497,0.503
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.6393,0.0,0.531,0.469
"Comprei o produto ontem, ainda vou testar.",comprei produto ontem ainda vou testar,Neutro,-0.0481,0.0,0.041,0.959
"Comprei a compra ontem, ainda vou testar.",comprei compra ontem ainda vou testar,Neutro,0.0408,0.026,0.0,0.974
"O pedido veio com defeito, muito decepcionado.",pedido veio defeito decepcionado,Negativo,-0.4888,0.0,0.357,0.643
"Péssimo a embalagem, não recomendo.",péssimo embalagem recomendo,Negativo,-0.82,0.0,0.514,0.486
Qual a diferença entre a compra e o modelo anterior?,diferença entre compra modelo anterior,Neutro,-0.0145,0.0,0.01,0.99
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.4858,0.0,0.453,0.547
Fui até a loja física para trocar o brinquedo.,fui até loja física trocar brinquedo,Neutro,-0.0402,0.0,0.037,0.963
"Simplesmente incrível, o app sensacional!",simplesmente incrível app sensacional,Positivo,0.6073,0.557,0.0,0.443
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.5143,0.362,0.0,0.638
"Equipe rápido e eficiente, super recomendo essa marca!",equipe rápido eficiente super recomendo marca,Positivo,0.7566,0.544,0.0,0.456
"O produto tem cor azul e branca, conforme o anúncio.",produto cor azul branca conforme anúncio,Neutro,0.013,0.013,0.0,0.987
